Bill,Flags,Title,Status,Veto,Date,Original Sponsor,Committee Sponsor,Companion Bills,Last Roll Call,Latest Committee Recommendation,Secondary Sponsor,Sponsor (combined),This Committee Recommendation
HB 1236,f,Marijuana licenses,H Approps,,2/21/19,Stanford,,SB 5409(S Labor & Commer),,,MacEwen,Stanford,
HB 1237,f,Marijuana license compliance,H Rules C,,3/21/19,Kirby,,SB 5318(S subst for),,,MacEwen,Kirby,
HB 1238,f,Marijuana retailer products,H Commerce & Gam,,1/17/19,Reeves,,SB 5201(S Labor & Commer),,,Blake,Reeves,
HB 1239,,Pub. hospital board meetings,H subst for,,3/8/19,Cody,,,,,Schmick,Cody,
HB 1240,f#,Suicide review teams,H Approps,,2/13/19,Mosbrucker,,,,,Orwall,Mosbrucker,
HB 1241,f#,Water-sewer comm'r insurance,H Rules C,,3/21/19,Appleton,,SB 5122(C 40 L 19),,,Griffey,Appleton,
HB 1242,f#,Lodging special excise taxes,H Rules C,,3/21/19,Blake,,SB 5228(S subst for),,,Walsh,Blake,
HB 1243,f,Small winery tax relief,H Finance,,1/17/19,Wylie,,SB 5406(S Ways & Means),,,Jenkin,Wylie,
HB 1244,d,Appraisal mngmt companies,H subst for,,2/14/19,Walen,,,,,,Walen,
HB 1245,f,School safety planning,H Cap Budget,,1/23/19,Pollet,,,,,Kilduff,Pollet,
HB 1246,f#,Referred and diverted youth,H Approps,,2/1/19,Goodman,,ESB 5429(Del to Gov),,,Eslick,Goodman,
HB 1247,f,State credit union act,C 19 L 19,,4/8/19,Reeves,,SB 5479(S Rules X),46-0-0-3,,Hoff,Reeves,
HB 1248,,Firework sales in December,H ConsPro&Bus,,1/17/19,Eslick,,,,,Dent,Eslick,
HB 1249,f,B&O tax/manuf. & timber,"H RDev, Ag&NR",,1/17/19,Chapman,,,,,Maycumber,Chapman,
HB 1250,f,Marijuana product labeling,H Commerce & Gam,,1/17/19,Wylie,,SB 5298(S subst for),,,Vick,Wylie,
HB 1251,f#,Election security breaches,H subst for,,3/8/19,Tarleton,,,,,Hudgins,Tarleton,
HB 1252,af#,Business entities/crime,C 211 L 19,,4/30/19,Pellicciotti,,,94-0-0-4,,Klippert,Pellicciotti,
HB 1253,f#,Law enf. training timeline,H Approps,,2/4/19,Kloba,,SB 5944(S Law & Justice),,,Irwin,Kloba,
HB 1254,f#,Vehicle regist./marine cargo,H subst for,,3/6/19,Fey,,,,,Barkis,Fey,
HB 1255,f,Patches pal license plates,H Rules 3C,,4/28/19,Lovick,,,88-4-0-6,,Orwall,Lovick,
HB 1256,f,Driving w/ electronic device,H Rules R,,2/5/19,Lovick,,,,,Irwin,Lovick,
HB 1257,fe#,Energy efficiency,H subst for,,3/29/19,Doglio,,SB 5293(S Rules X),,,Tarleton,Doglio,
HB 1258,f,Guardianship monitoring,H Approps,,2/13/19,Jinkins,,,,,Harris,Jinkins,
HB 1259,fo#,"Uniform guardianship, etc.",H Civil R & Judi,,1/17/19,Jinkins,,SB 5604(S subst for),,,Harris,Jinkins,
HB 1260,,Intramuscular needling,H HC/Wellness,,1/17/19,Macri,,SB 5642(S Health & Long),,,Griffey,Macri,
HB 1261,f,Clean water act/discharges,H Rules C,,3/21/19,Peterson,,SB 5322(S subst for),,,Fitzgibbon,Peterson,
HB 1262,fd,Presidential primary,H State Govt & T,,1/17/19,Walsh,,SB 5229(S State Govt/Tri),,,Irwin,Walsh,
HB 1263,f,Homeless student support,H Approps,,2/21/19,Fey,,SB 5324(S subst for),,,Eslick,Fey,
HB 1264,f,Secondary traumatic stress,H subst for,,3/4/19,Ortiz-Self,,,,,Orwall,Ortiz-Self,
HB 1265,,School counselor access,H Approps,,2/4/19,Ortiz-Self,,,,,Harris,Ortiz-Self,
HB 1266,f#,Financial information/taxes,H Rules R,,2/28/19,Springer,,SB 5325(S Ways & Means),,,Orcutt,Springer,
HB 1267,f,ECEAP sabbatical year,H Approps,,2/13/19,Senn,,,,,Goodman,Senn,
HB 1268,,TANF & WorkFirst programs,H H Svcs & Erly,,1/17/19,Senn,,,,,Macri,Senn,
HB 1269,f#,Civil forfeiture proceedings,H Approps,,2/22/19,Shea,,,,,Goodman,Shea,
HB 1270,,Trespass on privacy,H Civil R & Judi,,1/17/19,Shea,,,,,McCaslin,Shea,
HB 1271,f#,Personal & alcohol monitors,H Finance,,1/17/19,Shea,,,,,Goodman,Shea,
HB 1272,f,School lunch durations,H subst for,,3/6/19,Thai,,,,,Harris,Thai,
HB 1273,f,Small forest landowners,H Approps,,2/1/19,Kretz,,SB 5330(S subst for),,,Blake,Kretz,
HB 1274,,Parenting plans,H Civil R & Judi,,1/17/19,Shea,,,,,McCaslin,Shea,
HB 1275,,Vaccine adverse effect data,H HC/Wellness,,1/17/19,Shea,,,,,Young,Shea,
HB 1276,,Mercury exposure,H HC/Wellness,,1/17/19,Shea,,,,,Young,Shea,
HB 1277,,Bicycle definitions,H Rules C,,3/21/19,Shea,,,,,Irwin,Shea,
HB 1278,f,College bound/room & board,H Rules 3C,,4/28/19,Hudgins,,,59-37-0-2,,Valdez,Hudgins,
HB 1279,,Committee on trade policy,H Rules 3C,,4/28/19,Hudgins,,,95-1-0-2,,Stokesbary,Hudgins,
HB 1280,,Property crime sentencing,H Public Safety,,1/17/19,Hudgins,,,,,Appleton,Hudgins,
HB 1281,,Educational mentor programs,H Education,,1/17/19,Pettigrew,,SB 5859(S Ways & Means),,,Springer,Pettigrew,
HB 1282,f#,Driver's license suspensions,H Rules C,,3/21/19,Reeves,,SB 5328(S Ways & Means),,,Valdez,Reeves,
HB 1283,f,Agricultural fair funding,H Approps,,1/18/19,Dent,,SB 5277(S Rules X),,,Chapman,Dent,
HB 1284,fd,Treasurer invest. portfolios,H subst for,,3/5/19,Vick,,SB 5306(S Rules X),,,Kirby,Vick,
HB 1285,fd,Treasurer/public works board,H Rules 3C,,4/28/19,Doglio,,SB 5307(S State Govt/Tri),93-4-0-1,,Steele,Doglio,
HB 1286,fd#,Assault weapons ban,H Civil R & Judi,,1/18/19,Peterson,,SB 5340(S Law & Justice),,,Valdez,Peterson,
HB 1287,f,Natural areas,H Cap Budget,,1/18/19,Griffey,,SB 5103(S Ag/Water/Natur),,,MacEwen,Griffey,
HB 1288,f,DNR land acquisitions,H Civil R & Judi,,1/18/19,MacEwen,,SB 5102(S Ag/Water/Natura),,,Griffey,MacEwen,
HB 1289,f,Marijuana businesses,H Commerce & Gam,,1/18/19,Stanford,,,,,Appleton,Stanford,
HB 1290,fd,Voluntary cleanups/haz waste,H subst for,,3/7/19,Peterson,,SB 5285(S Rules),,,Barkis,Peterson,
HB 1291,f#,Election cost reimbursement,H Approps,,2/4/19,Walsh,,SB 5073(S Ways & Means),,,Dolan,Walsh,
HB 1292,f#,Voter registration deadlines,H Rules C,,3/21/19,Walsh,,SB 5227(Del to Gov),,,Dolan,Walsh,
HB 1293,f#,Discover pass penalty dist.,H Approps,,1/18/19,Tharinger,,SB 5420(S Ag/Water/Natur),,,Blake,Tharinger,
HB 1294,fd,OFM/agency names & accounts,H Approps,,2/18/19,Goehner,,SB 5310(C 146 L 19),,,Gregerson,Goehner,
HB 1295,f#,Public works contracting,H subst for,,3/7/19,Tharinger,,,,,,Tharinger,
HB 1296,f,Retirement communities,H subst for,,3/6/19,Macri,,SB 5796(S Health & Long),,,Goodman,Macri,
HB 1297,fo,LEOFF credit recovery/PERS,H Approps,,1/18/19,Bergquist,,SB 5355(S subst for),,,Griffey,Bergquist,
HB 1298,fd,Weights and measures program,H subst for,,3/5/19,Pettigrew,,SB 5468(S Rules X),,,Chandler,Pettigrew,
HB 1299,f,Assistant AG bargaining,H Approps,,2/1/19,Dolan,,SB 5297(S subst for),,,Doglio,Dolan,
HB 1300,$f,CTC funding allocation,H Coll & Wkf Dev,,1/18/19,Tarleton,,,,,Pollet,Tarleton,
HB 1301,f#,Arenas/leasehold excise tax,Del to Gov,,4/28/19,Kirby,,SB 5198(S Rules X),44-4-0-1,,Fey,Kirby,
HB 1302,fo,Gambling self-exclusion,H subst for,,3/5/19,Kloba,,SB 5416(S Rules X),,,Ryu,Kloba,
HB 1303,f,Child care/higher education,H subst for,,3/6/19,Shewmake,,,,,Eslick,Shewmake,
HB 1304,,CTE/alt. learning exp. prgs.,H subst for,,3/9/19,MacEwen,,SB 5448(S EL/K-12),,,Stonier,MacEwen,
HB 1305,,Notices of disqualification,H Rules 3C,,4/28/19,Walen,,,87-9-0-2,,Irwin,Walen,
HB 1306,,Common interest ownership,H Civil R & Judi,,1/18/19,Senn,,ESB 5334(C 238 L 19),,,Barkis,Senn,
HB 1307,f#,VFW chapters/sales & use tax,H Finance,,1/18/19,Mosbrucker,,,,,Kilduff,Mosbrucker,
HB 1308,fo,Retirement system defaults,H subst for,,3/9/19,Stanford,,SB 5360(Del to Gov),,,Volz,Stanford,
HB 1309,f,Studded tires,H Trans,,1/18/19,Ryu,,,,,Tharinger,Ryu,
HB 1310,f,Presidential primary,H State Govt & T,,1/18/19,Valdez,,ESB 5273(C 7 L 19),,,Dolan,Valdez,
HB 1311,,College bound scholarship,H subst for,,3/8/19,Bergquist,,,,,Ortiz-Self,Bergquist,
HB 1312,,Kitsap comprehensive plan,H Env & Energy,,1/18/19,Appleton,,,,,Griffey,Appleton,
HB 1313,f,Rewards cards,H Rules R,,3/1/19,Kirby,,SB 5654(S Ways & Means),,,Vick,Kirby,
HB 1314,f,Ethnic studies in schools,H Approps,,2/20/19,Ortiz-Self,,,,,Pellicciotti,Ortiz-Self,
HB 1315,f,Concealed pistol training,H Civil R & Judi,,1/18/19,Lovick,,SB 5174(S Rules X),,,Jinkins,Lovick,
HB 1316,,Real estate dual agency,H ConsPro&Bus,,1/18/19,Valdez,,SB 5189(S Financial Inst),,,Ryu,Valdez,
HB 1317,f,Dental therapists,H Rules R,,3/1/19,Cody,,SB 5392(S Health & Long),,,Tharinger,Cody,
HB 1318,fd,Capital budget/public art,Del to Gov,,4/26/19,Tharinger,,SB 5375(S Rules 3),48-0-0-1,,Van Werven,Tharinger,
HB 1319,,Firearm open carry/local gov,H Civil R & Judi,,1/18/19,Wylie,,,,,Stonier,Wylie,
HB 1320,f#,"Sr's, disab. vets/prop tx ex",H Finance,,1/18/19,Wylie,,,,,Harris,Wylie,
HB 1321,f,Transp. project cost reports,H Trans,,1/18/19,Wylie,,,,,Vick,Wylie,
HB 1322,f,Dual language learning,H Approps,,2/22/19,Ortiz-Self,,SB 5607(S EL/K-12),,,Gregerson,Ortiz-Self,
HB 1323,f#,Zoological facilities B&O tx,H Rules R,,2/28/19,Fitzgibbon,,,,,Stokesbary,Fitzgibbon,
HB 1324,f#,"Rural development, zones",H subst for,,3/7/19,Chapman,,SB 5423(S Ways & Means),,,Maycumber,Chapman,
HB 1325,f,Personal delivery devices,H subst for,,3/12/19,Kloba,,SB 5378(S Rules X),,,Steele,Kloba,
HB 1326,f#,DNA sample collection,H subst for,,3/6/19,Klippert,,,,,Goodman,Klippert,
HB 1327,f,"Parenting minors, supports",H Approps,,2/5/19,Kilduff,,SB 5379(S Ways & Means),,,Frame,Kilduff,
HB 1328,f,Military spouse employment,H Approps,,2/7/19,Kilduff,,SB 5772(S State Govt/Tri),,,Leavitt,Kilduff,
HB 1329,f,Office of pub. guardianship,H subst for,,3/8/19,Kilduff,,,,,Harris,Kilduff,
HB 1330,f,Public guardianship cases,H Rules C,,3/21/19,Kilduff,,,,,Harris,Kilduff,
HB 1331,fe#,Opioid use disorder,H Rules C,,3/21/19,Cody,,SB 5380(S subst for),,,Caldier,Cody,
HB 1332,fd,Energy site eval. council,H subst for,,3/9/19,Wylie,,SB 5329(S Rules X),,,DeBolt,Wylie,
HB 1333,f,Bargaining/judicial assist.,H Approps,,2/1/19,Valdez,,,,,Hudgins,Valdez,
HB 1334,f#,Electric util wildland fires,H Rules C,,3/21/19,Blake,,SB 5305(S subst for),,,Kretz,Blake,
HB 1335,f,Life sciences discovery fund,H Rules 3C,,4/28/19,Slatter,,SB 5490(C 83 L 19),94-0-0-4,,Schmick,Slatter,
HB 1336,fe,Career connected learning,H Approps,,2/18/19,Slatter,,SB 5327(S subst for),,,Harris,Slatter,
HB 1337,f#,Assault 3/code enf. officers,H Rules C,,3/21/19,Barkis,,,,,Klippert,Barkis,
HB 1338,f#,On-site sewage systems,H Env & Energy,,1/18/19,Sullivan,,SB 5503(C 21 L 19),,,Irwin,Sullivan,
HB 1339,f#,Native Americans/voting,H State Govt & T,,1/18/19,Lekanoff,,SB 5079(S subst for),,,Orwall,Lekanoff,
HB 1340,fe,College promise scholarship,H Approps,,2/7/19,Hansen,,SB 5393(S subst for),,,Leavitt,Hansen,
HB 1341,f,UAVs near marine species,H Rules 3C,,4/28/19,Hudgins,,,67-26-0-5,,Morris,Hudgins,
HB 1342,f,Electronics servicing,H Rules R,,2/22/19,Hudgins,,"SB 5799(S Environment, En)",,,Morris,Hudgins,
HB 1343,fd,Revenue,H Finance,,1/18/19,Tarleton,,SB 5129(S Ways & Means),,,Dolan,Tarleton,
HB 1344,f,Child care access work group,H subst for,,3/5/19,Reeves,,SB 5436(S Ways & Means),,,Ryu,Reeves,
HB 1345,f#,Correctional officer OT,H Rules R,,2/22/19,Frame,,SB 5200(S Labor & Commer),,,Irwin,Frame,
HB 1346,f,Lead exposure in youth,H Civil R & Judi,,1/18/19,Pollet,,,,,Jinkins,Pollet,
HB 1347,f#,Vehicle reseller permits,H Rules C,,3/21/19,Barkis,,,,,Kirby,Barkis,
HB 1348,f,B&O tax provisions,H Finance,,2/6/19,Chapman,,,,,Maycumber,Chapman,
HB 1349,f,Geriatric behavioral health,C 12 L 19,,4/3/19,Schmick,,SB 5454(S Health & Long),45-0-0-4,,Cody,Schmick,
HB 1350,,Temporary protection orders,H subst for,,3/4/19,Kilduff,,,,,Irwin,Kilduff,
HB 1351,e,ECEAP eligibility,H Rules R,,3/1/19,Goodman,,SB 5437(S subst for),,,Senn,Goodman,
HB 1352,f,Drug compounding,H Rules R,,2/19/19,Thai,,SB 5663(S Health & Long),,,Harris,Thai,
HB 1353,f#,Accessory dwelling units,H Env & Energy,,1/21/19,Vick,,,,,Wylie,Vick,
EHB 1354,f#,Scan-down allowances,C 217 L 19,,4/30/19,Walen,,SB 5407(S Rules),48-0-0-1,,Stokesbary,Walen,
HB 1355,f,CTC counselor staffing,H subst for,,3/6/19,Ortiz-Self,,,,,Orwall,Ortiz-Self,
HB 1356,,Peer support group privilege,H subst for,,3/1/19,Lovick,,,,,Maycumber,Lovick,
HB 1357,#,Unincorp. island annexation,H Rules R,,2/8/19,Doglio,,SB 5249(S Rules X),,,Macri,Doglio,
HB 1358,f,Marijuana retailer delivery,H Commerce & Gam,,1/21/19,Kirby,,,,,Vick,Kirby,
HB 1359,#,Local government procurement,H Rules C,,3/21/19,Leavitt,,SB 5418(S subst for),,,Irwin,Leavitt,
HB 1360,f#,Driving record abstracts,H subst for,,3/8/19,Irwin,,SB 5725(S Transportation),,,Fey,Irwin,
HB 1361,fd,Prevailing wage admin. fees,H Approps,,1/25/19,Ormsby,,SB 5566(C 193 L 19),,,Chandler,Ormsby,
HB 1362,,Postretirement emp./benefits,H Approps,,1/21/19,Klippert,,,,,,Klippert,
HB 1363,f,Peer-reviewed journal access,H Approps,,2/22/19,Blake,,SB 5504(S Ways & Means),,,MacEwen,Blake,
HB 1364,fd,OFM/obsolete provisions,H Approps,,2/18/19,Smith,,SB 5311(S subst for),,,Gregerson,Smith,
HB 1365,f,Indian health improvement,H HC/Wellness,,1/21/19,Tharinger,,SB 5415(Del to Gov),,,Harris,Tharinger,
HB 1366,af#,Comm. facilities districts,Del to Gov,,4/26/19,Sullivan,,,78-16-0-4,,Jenkin,Sullivan,
HB 1367,,Child-placing agencies,H Approps,,2/1/19,Sullivan,,SB 5645(S Ways & Means),,,McCaslin,Sullivan,
HB 1368,f#,Cooperative finance org. B&O,H Rules 3C,,4/28/19,Springer,,,97-0-0-1,,Kretz,Springer,
HB 1369,fd#,Maternal mortality reviews,H HC/Wellness,,1/21/19,Macri,,SB 5425(S subst for),,,Harris,Macri,
HB 1370,fo,Marijuana retailer training,H Approps,,2/12/19,Kloba,,SB 5678(S Labor & Commer),,,Stanford,Kloba,
HB 1371,#,Parks benefit districts,H Finance,,2/8/19,Eslick,,SB 5680(S Ways & Means),,,Pollet,Eslick,
HB 1372,f,State guard retirement age,H Rules C,,3/21/19,Klippert,,,,,Ryu,Klippert,
HB 1373,f,Universal comm services prg,"H Inn, Tech &  E",,1/21/19,Wylie,,,,,Smith,Wylie,
HB 1374,,Local gov firearm regulation,H Civil R & Judi,,1/21/19,Macri,,,,,Doglio,Macri,
HB 1375,f,Port district campaign cntrb,C 100 L 19,,4/23/19,Wylie,,,47-0-0-2,,Stonier,Wylie,
HB 1376,,Mistreatment/faith exemption,H Rules C,,3/21/19,Sells,,SB 5749(S Rules X),,,Klippert,Sells,
HB 1377,f#,Housing dev./religious orgs.,H subst for,,3/8/19,Walen,,SB 5358(S Rules X),,,Barkis,Walen,
HB 1378,f,Child care provider ed equiv,H Approps,,2/1/19,McCaslin,,SB 5711(S EL/K-12),,,Dolan,McCaslin,
HB 1379,f,Political comm. disclosures,H subst for,,3/8/19,Pellicciotti,,,,,Hudgins,Pellicciotti,
HB 1380,f#,Assault of utility worker,C 219 L 19,,4/30/19,Pellicciotti,,SB 5857(S Law & Justice),47-1-0-1,,Goodman,Pellicciotti,
HB 1381,f#,Contraband/unmanned aircraft,H Rules C,,3/21/19,Pellicciotti,,,,,Irwin,Pellicciotti,
HB 1382,f#,Emergency aid/prostitution,C 114 L 19,,4/24/19,Pellicciotti,,,47-0-0-2,,Kraft,Pellicciotti,
HB 1383,f#,Patronizing a prostitute,H subst for,,3/6/19,Pellicciotti,,,,,Kraft,Pellicciotti,
HB 1384,f,Poverty learning assist. prg,H Education,,1/21/19,Jenkin,,,,,Kilduff,Jenkin,
HB 1385,fd,FDA nonpublic information,Del to Gov,,4/28/19,Springer,,SB 5455(S State Govt/Tri),48-0-0-1,,Kretz,Springer,
HB 1386,f#,Military benefit zone prg,H Finance,,2/8/19,Kilduff,,SB 5571(S Ways & Means),,,Young,Kilduff,
HB 1387,f,Shared game lottery proceeds,H Approps,,1/21/19,Stanford,,,,,MacEwen,Stanford,
HB 1388,,Postretirement options,H Approps,,1/21/19,Doglio,,SB 5430(S Ways & Means),,,Volz,Doglio,
HB 1389,f,Liquor common carriers,H Approps,,2/22/19,Morgan,,SB 5472(S Labor & Commer),,,Young,Morgan,
HB 1390,fo,PERS/TRS 1 benefit increase,H Rules R,,4/5/19,Leavitt,,SB 5400(S Ways & Means),,,Volz,Leavitt,
HB 1391,f,Early achievers program,H subst for,,3/5/19,Senn,,SB 5484(S Rules X),,,Dent,Senn,
HB 1392,f,Cost of child care regs,H Approps,,2/14/19,Dent,,,,,Senn,Dent,
HB 1393,fe,"Behavioral health, integrate",H Rules C,,3/21/19,Cody,,SB 5432(S subst for),,,Jinkins,Cody,
HB 1394,fe,Behavioral health facilities,H subst for,,3/5/19,Schmick,,SB 5431(S Rules X),,,Cody,Schmick,
HB 1395,f,Direct contractor liability,H Rules C,,3/21/19,Pellicciotti,,SB 5565(S Labor & Commer),,,Hansen,Pellicciotti,
HB 1396,,Redistricting,H State Govt & Tr,,1/21/19,Hudgins,,,,,,Hudgins,
HB 1397,f#,Electric aircraft,H Rules 3C,,4/28/19,Slatter,,,88-10-0-0,,Dent,Slatter,
HB 1398,fd,H-2A agricultural program,H Labor & Workpl,,1/21/19,Dolan,,SB 5438(S subst for),,,Sells,Dolan,
HB 1399,fd,Paid family & medical leave,H subst for,,3/1/19,Robinson,,SB 5449(S Rules X),,,Doglio,Robinson,
HB 1400,fd,Employment security records,H Rules R,,1/25/19,Sells,,ESB 5439(C 81 L 19),,,Hudgins,Sells,
HB 1401,$f,Hemp production,H subst for,,3/8/19,Shea,,SB 5719(S Ag/Water/Natur),,,Blake,Shea,
HB 1402,f#,Alternate code compliance,H Local Govt,,1/21/19,Blake,,SB 5587(S Local Governme),,,Tharinger,Blake,
HB 1403,f#,Municipal B&O tax apportion.,H subst for,,3/4/19,Frame,,,,,Orcutt,Frame,
HB 1404,,Streambed impacts study,"H RDev, Ag&NR",,1/21/19,Blake,,,,,Appleton,Blake,
HB 1405,,Generator use reimbursement,H Env & Energy,,1/21/19,Schmick,,,,,,Schmick,
HB 1406,f#,Affordable housing/sales tax,H subst for,,3/5/19,Robinson,,SB 5646(S Ways & Means),,,Macri,Robinson,
HB 1407,fo,Sexual health education,H Education,,1/21/19,Stonier,,SB 5395(S subst for),,,Goodman,Stonier,
HB 1408,fo,Survivorship benefit options,C 102 L 19,,4/23/19,Volz,,SB 5661(S Rules X),45-1-0-3,,Ormsby,Volz,
HB 1409,f,School employee leave cap,H Approps,,1/22/19,Appleton,,SB 5414(S EL/K-12),,,Dolan,Appleton,
HB 1410,f,Impounded vehicles/military,H Trans,,1/22/19,Fey,,SB 5463(S Transportation),,,Orcutt,Fey,
HB 1411,f,Distillery marketing & sales,H Commerce & Gam,,1/22/19,Blake,,SB 5549(S subst for),,,Vick,Blake,
HB 1412,fd,Nonresident pharmacies,C 25 L 19,,4/17/19,Thai,,SB 5459(S Health & Long),48-0-0-1,,DeBolt,Thai,
HB 1413,fo,Optional life annuity,H Rules 3C,,4/28/19,Ormsby,,SB 5350(C 189 L 19),90-7-0-1,,Volz,Ormsby,
HB 1414,fo,Retirement benefits/death,H Approps,,1/22/19,Volz,,SB 5335(S Ways & Means),,,Ormsby,Volz,
HB 1415,fd,Medical marijuana auth db,H subst for,,3/8/19,Schmick,,SB 5482(S Ways & Means),,,Cody,Schmick,
HB 1416,f,Liquor licensees/events,H Rules C,,3/21/19,Stanford,,,,,Jenkin,Stanford,
HB 1417,f#,Search warrants/blood sample,H Public Safety,,1/22/19,Klippert,,,,,Irwin,Klippert,
HB 1418,f,Building trades apprentices,H Coll & Wkf Dev,,1/22/19,Sells,,SB 5458(S Rules X),,,Eslick,Sells,
HB 1419,f,Emergency planning/nuclear,H Rules C,,3/21/19,MacEwen,,,,,Shea,MacEwen,
HB 1420,,Manufacturing B&O tax rate,H Finance,,1/22/19,MacEwen,,,,,Orcutt,MacEwen,
HB 1421,fd,Supported living/investigate,H Rules R,,3/21/19,Cody,,SB 5359(Del to Gov),,,Harris,Cody,
HB 1422,fd,Vulnerable adults,H Rules C,,3/21/19,Valdez,,SB 5338(S Rules 2),,,Harris,Valdez,
HB 1423,fd,Adult family home egress,H Rules 3C,,4/28/19,Tharinger,,SB 5403(S subst for),98-0-0-0,,Harris,Tharinger,
HB 1424,fo,CTE course equivalencies,H subst for,,3/5/19,Steele,,SB 5069(S EL/K-12),,,Paul,Steele,
HB 1425,fo,Bilingual instruction prg.,H Approps,,2/21/19,Lekanoff,,SB 5159(S Ways & Means),,,Valdez,Lekanoff,
HB 1426,f#,Conservation district coop.,C 103 L 19,,4/23/19,Ramos,,SB 5585(S Rules 3),46-0-0-3,,Orcutt,Ramos,
HB 1427,f#,County electrical equipment,H Rules R,,3/1/19,Irwin,,SB 5179(Del to Gov),,,Chapman,Irwin,
HB 1428,fd#,Electricity product attrib.,H subst for,,2/14/19,Shewmake,,,,,Tarleton,Shewmake,
HB 1429,fd,Dairy milk assessment fee,C 115 L 19,,4/24/19,Shewmake,,SB 5447(S Rules 3),46-0-0-3,,Chandler,Shewmake,
HB 1430,fo,Licensing moderniz. account,H subst for,,3/7/19,MacEwen,,,,,Stanford,MacEwen,
HB 1431,fd#,Joint self-insurance prgs,C 26 L 19,,4/17/19,Kirby,,SB 5584(S Rules 3),46-0-1-2,,Vick,Kirby,
HB 1432,f,Hospitals/ARNPs & PAs,C 104 L 19,,4/23/19,Cody,,SB 5648(S Health & Long T),46-0-0-3,,DeBolt,Cody,
HB 1433,,ARNP payment parity,H HC/Wellness,,1/22/19,Macri,,SB 5647(S Health & Long),,,Dolan,Macri,
HB 1434,f#,Noncriminal youth detention,H Rules R,,2/11/19,Frame,,SB 5290(S subst for),,,Eslick,Frame,
HB 1435,,Cultural access programs,H Rules R,,2/8/19,Springer,,SB 5792(S Rules 3),,,Stokesbary,Springer,
HB 1436,f#,Snow bikes,H subst for,,3/12/19,Mosbrucker,,,,,Wylie,Mosbrucker,
HB 1437,f#,Noncollection of taxes,H Rules C,,3/21/19,Pollet,,SB 5132(Del to Gov),,,Kraft,Pollet,
HB 1438,,Unemployment/apprentices,H Labor & Workpl,,1/22/19,Chapman,,SB 5398(C 50 L 19),,,Mosbrucker,Chapman,
HB 1439,,Concealed firearm permission,H Civil R & Judi,,1/22/19,Doglio,,,,,Dolan,Doglio,
HB 1440,,Rent increase notices,H subst for,,3/5/19,Robinson,,,,,Macri,Robinson,
HB 1441,fo#,Local infrastruct. financing,H Rules 3C,,4/28/19,Tharinger,,SB 5304(S Rules 3),64-31-0-3,,Doglio,Tharinger,
HB 1442,fd#,Election candidate names,H Rules R,,2/21/19,Goehner,,SB 5509(S Rules X),,,Hudgins,Goehner,
HB 1443,f,Tax preferences/mass timber,H Finance,,2/14/19,Chapman,,SB 5467(S Rules 3),,,Maycumber,Chapman,
HB 1444,fd,Appliance efficiency,H subst for,,3/5/19,Morris,,SB 5115(S Rules X),,,Fitzgibbon,Morris,
HB 1445,f,Unempl benefits/family resp,H Rules R,,2/28/19,Gregerson,,SB 5473(S Labor & Commer),,,Chapman,Gregerson,
HB 1446,f#,Landlord-tenant mediation,H Civil R & Judi,,1/22/19,Jinkins,,,,,Macri,Jinkins,
HB 1447,,Mental health parity,H HC/Wellness,,1/22/19,Jinkins,,,,,DeBolt,Jinkins,
HB 1448,f,Veterans service officer prg,H subst for,,3/4/19,Maycumber,,,,,Chapman,Maycumber,
HB 1449,f,Public lands day,C 224 L 19,,4/30/19,Peterson,,,48-0-0-1,,Chandler,Peterson,
HB 1450,,Noncompetition covenants,H subst for,,3/12/19,Stanford,,SB 5478(S subst for),,,Kloba,Stanford,
HB 1451,#,Local project review,H Local Govt,,1/22/19,Ryu,,,,,,Ryu,
HB 1452,f,Legislature/bargaining,H Approps,,2/12/19,Riccelli,,SB 5691(S Labor & Commer),,,Macri,Riccelli,
HB 1453,,Residential tenants,H subst for,,3/5/19,Macri,,,,,Jinkins,Macri,
HB 1454,f,Students with disabilities,H Approps,,2/20/19,Pollet,,,,,Senn,Pollet,
HB 1455,f,Aeronautics industry,H Approps,,2/22/19,Dent,,,,,Slatter,Dent,
HB 1456,f#,Aviation revital. loan prg,H Rules C,,3/21/19,Dent,,,,,Springer,Dent,
HB 1457,f,Aircraft fuel tax distrib.,H Rules C,,3/21/19,Dent,,,,,Springer,Dent,
HB 1458,f#,Municipal police districts,H Local Govt,,1/22/19,Blake,,,,,,Blake,
HB 1459,f,Running start summer pilot,H Education,,1/22/19,Sullivan,,,,,Doglio,Sullivan,
HB 1460,,Rent increase notices,H Civil R & Judi,,1/22/19,Barkis,,,,,Reeves,Barkis,
HB 1461,,Tenancy termination notices,H Civil R & Judi,,1/22/19,Barkis,,,,,Reeves,Barkis,
HB 1462,a,"Tenant notice/demolish, etc.",Del to Gov,,4/26/19,Barkis,,,96-0-0-2,,Reeves,Barkis,
HB 1463,,Tenants notices,H Civil R & Judi,,1/22/19,Barkis,,,,,Reeves,Barkis,
HB 1464,fd#,Concealed pistol licenses,H Civil R & Judi,,1/22/19,Goodman,,SB 5508(Del to Gov),,,Dent,Goodman,
EHB 1465,af#,Pistol sales or transfers,Del to Gov,,4/26/19,Goodman,,,56-40-0-2,,Jinkins,Goodman,
HB 1466,f,Marijuana billboards,H Rules C,,3/21/19,Klippert,,,,,Kirby,Klippert,
HB 1467,,High school grad. supports,H Education,,1/23/19,Sells,,,,,Pollet,Sells,
